               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,             0.03416,            0.051873,          0.00024485,             0.94037,             0.90275,             0.94395,             0.61802,            0.036728,            0.055766,           0.0016819,            0.002377,            0.002377,            0.002377
                 156,            0.034048,            0.052135,          0.00020438,             0.94001,             0.90153,             0.94376,             0.61747,             0.03674,            0.055769,           0.0016976,           0.0023275,           0.0023275,           0.0023275
                 157,            0.034175,            0.052347,          0.00022304,             0.94001,             0.90213,             0.94335,             0.61715,            0.036754,             0.05579,           0.0016979,            0.002278,            0.002278,            0.002278
                 158,            0.034096,            0.050698,          0.00023063,              0.9389,             0.90235,             0.94289,             0.61714,            0.036763,            0.055805,           0.0016896,           0.0022285,           0.0022285,           0.0022285
                 159,            0.033881,              0.0504,          0.00021212,             0.93689,             0.90466,             0.94246,             0.61724,            0.036765,            0.055816,           0.0016804,            0.002179,            0.002179,            0.002179
                 160,            0.034106,            0.051023,          0.00021135,             0.93806,             0.90527,             0.94317,               0.618,            0.036771,            0.055826,           0.0016757,           0.0021295,           0.0021295,           0.0021295
                 161,            0.033844,            0.051148,          0.00023563,             0.94025,             0.90214,             0.94332,             0.61851,            0.036778,            0.055841,           0.0016706,             0.00208,             0.00208,             0.00208
                 162,            0.033978,            0.051205,          0.00021082,             0.93993,             0.90082,             0.94281,             0.61826,            0.036785,            0.055877,           0.0016855,           0.0020305,           0.0020305,           0.0020305
                 163,             0.03399,            0.051205,           0.0002204,             0.93882,             0.90308,             0.94342,             0.61832,            0.036792,            0.055893,            0.001693,            0.001981,            0.001981,            0.001981
                 164,            0.033602,            0.050573,          0.00020175,             0.93958,             0.90243,             0.94295,             0.61754,              0.0368,            0.055927,           0.0016969,           0.0019315,           0.0019315,           0.0019315
                 165,            0.033402,            0.050726,          0.00020149,             0.93914,             0.90274,             0.94311,             0.61771,            0.036812,            0.055941,           0.0017003,            0.001882,            0.001882,            0.001882
                 166,            0.033698,            0.051216,          0.00019446,               0.938,              0.9036,              0.9433,              0.6173,            0.036822,            0.055938,           0.0017003,           0.0018325,           0.0018325,           0.0018325
                 167,            0.033535,            0.049926,          0.00021042,             0.93825,             0.90302,             0.94295,             0.61726,            0.036829,            0.055964,           0.0017002,            0.001783,            0.001783,            0.001783
                 168,             0.03369,            0.051035,          0.00018123,             0.93617,             0.90391,             0.94338,             0.61686,            0.036836,            0.055989,           0.0016978,           0.0017335,           0.0017335,           0.0017335
                 169,             0.03334,            0.049815,          0.00019444,             0.93702,             0.90314,             0.94367,              0.6167,            0.036841,            0.056003,           0.0016931,            0.001684,            0.001684,            0.001684
                 170,            0.033668,            0.050347,          0.00017009,             0.93735,             0.90318,             0.94366,             0.61722,             0.03685,            0.056035,           0.0016785,           0.0016345,           0.0016345,           0.0016345
                 171,              0.0336,            0.050637,          0.00018669,             0.93764,              0.9022,             0.94388,             0.61707,            0.036857,            0.056045,           0.0016737,            0.001585,            0.001585,            0.001585
                 172,            0.033591,            0.051322,          0.00018584,             0.93675,             0.90391,              0.9439,             0.61719,            0.036859,            0.056051,           0.0016627,           0.0015355,           0.0015355,           0.0015355
                 173,            0.033277,            0.049499,          0.00018313,             0.93797,             0.90417,             0.94413,             0.61695,            0.036859,            0.056059,           0.0016531,            0.001486,            0.001486,            0.001486
                 174,            0.033207,            0.050049,          0.00022051,             0.93718,             0.90536,             0.94401,             0.61722,            0.036862,            0.056073,           0.0016453,           0.0014365,           0.0014365,           0.0014365
                 175,            0.033254,            0.050439,          0.00019355,             0.93696,             0.90541,             0.94415,             0.61745,            0.036867,            0.056079,           0.0016428,            0.001387,            0.001387,            0.001387
                 176,            0.033454,              0.0505,           0.0001941,             0.93678,             0.90502,             0.94408,             0.61743,            0.036874,            0.056111,            0.001642,           0.0013375,           0.0013375,           0.0013375
                 177,            0.032962,            0.049704,          0.00018663,             0.93557,              0.9066,             0.94417,             0.61756,            0.036874,            0.056133,           0.0016401,            0.001288,            0.001288,            0.001288
                 178,            0.033223,            0.050323,           0.0001738,             0.93484,             0.90708,             0.94441,             0.61731,            0.036876,            0.056148,           0.0016326,           0.0012385,           0.0012385,           0.0012385
                 179,            0.033059,            0.049349,          0.00019062,             0.93502,             0.90714,             0.94466,             0.61736,             0.03688,            0.056175,            0.001622,            0.001189,            0.001189,            0.001189
                 180,            0.033078,            0.049928,          0.00016745,             0.93493,             0.90627,             0.94374,             0.61698,            0.036886,            0.056208,           0.0016171,           0.0011395,           0.0011395,           0.0011395
                 181,            0.033174,             0.04945,          0.00017793,             0.93407,             0.90625,             0.94352,               0.617,            0.036891,            0.056233,           0.0016131,             0.00109,             0.00109,             0.00109
                 182,            0.033136,            0.050036,          0.00018334,             0.93472,             0.90611,             0.94369,             0.61661,            0.036898,            0.056256,           0.0016132,           0.0010405,           0.0010405,           0.0010405
                 183,            0.033239,            0.050238,          0.00019039,             0.93451,             0.90652,             0.94364,             0.61688,            0.036904,             0.05629,           0.0016131,            0.000991,            0.000991,            0.000991
                 184,            0.032779,            0.049704,          0.00018456,             0.93509,             0.90573,             0.94368,             0.61661,            0.036911,            0.056313,           0.0016104,           0.0009415,           0.0009415,           0.0009415
                 185,            0.033122,            0.050207,          0.00016292,             0.93613,             0.90544,             0.94353,             0.61644,            0.036914,            0.056324,           0.0016073,            0.000892,            0.000892,            0.000892
                 186,             0.03258,            0.048707,          0.00017614,             0.93637,             0.90478,             0.94342,             0.61645,            0.036919,            0.056342,           0.0016044,           0.0008425,           0.0008425,           0.0008425
                 187,            0.032548,            0.048987,          0.00015546,              0.9368,             0.90419,             0.94337,             0.61626,            0.036924,            0.056364,           0.0016059,            0.000793,            0.000793,            0.000793
                 188,            0.032876,            0.049666,          0.00016834,              0.9364,             0.90469,             0.94346,             0.61624,             0.03693,            0.056393,           0.0016097,           0.0007435,           0.0007435,           0.0007435
                 189,            0.032913,             0.04936,          0.00014371,             0.93656,             0.90382,             0.94348,             0.61629,            0.036936,            0.056424,            0.001614,            0.000694,            0.000694,            0.000694
                 190,            0.032753,            0.049464,          0.00016672,             0.93647,             0.90325,             0.94348,             0.61611,            0.036942,            0.056444,           0.0016163,           0.0006445,           0.0006445,           0.0006445
                 191,            0.032776,            0.049876,          0.00018745,             0.93669,             0.90312,             0.94343,             0.61602,            0.036945,            0.056461,           0.0016196,            0.000595,            0.000595,            0.000595
                 192,            0.032754,            0.050139,           0.0001648,              0.9377,             0.90377,             0.94348,             0.61631,            0.036951,            0.056483,           0.0016165,           0.0005455,           0.0005455,           0.0005455
                 193,            0.032611,            0.049741,          0.00015608,             0.93766,             0.90356,              0.9433,             0.61608,            0.036955,            0.056509,            0.001615,            0.000496,            0.000496,            0.000496
                 194,            0.032631,            0.049465,          0.00015567,              0.9372,             0.90382,             0.94321,             0.61559,            0.036959,             0.05653,           0.0016157,           0.0004465,           0.0004465,           0.0004465
                 195,            0.032462,            0.048836,           0.0001474,             0.93762,             0.90218,             0.94311,             0.61573,            0.036964,            0.056545,           0.0016179,            0.000397,            0.000397,            0.000397
                 196,            0.032357,            0.048344,          0.00016369,             0.93891,             0.90357,             0.94356,             0.61597,            0.036969,            0.056572,           0.0016208,           0.0003475,           0.0003475,           0.0003475
                 197,             0.03274,            0.049586,          0.00015379,             0.93888,             0.90356,             0.94372,             0.61591,            0.036972,            0.056579,           0.0016227,            0.000298,            0.000298,            0.000298
                 198,            0.032203,            0.048011,          0.00015696,             0.93916,             0.90344,             0.94392,              0.6161,            0.036978,            0.056604,           0.0016274,           0.0002485,           0.0002485,           0.0002485
                 199,            0.032505,             0.04977,          0.00014742,             0.93954,             0.90317,             0.94383,             0.61593,            0.036984,            0.056633,           0.0016312,            0.000199,            0.000199,            0.000199
